Comments,Class
"কারো কাছে ফেসবুক -এ পুরান আইডি থাকলে নোক দিন ২-৩ বছর হলেও চলে যাবে আইডিতে স্টার অপশন চালু থাকা লাগবে, সব ঠিক থাকলে আইডি নিবো। ৫০০ টাকা❣️",1
"""বিশ্বাস করে ফলো দিন✅   #বেহুদা বিনোদা ইনশাআল্লাহ ✅ ফলো ব্যাক পাবেন""",1
আগে কাজ পরে টাকা যে কোনো বশিকরন থেকে শুরু করে যে কোনো কবিরাজি কাজ করাতে পারবেন।কাজের ফলাফল পেয়ে টাকা দিবেন। ছেলে মেয়েদের গোপন সমস্যা বা যাদের বাচ্চা হয়না তারাও সমাধান পাবেন ইনশাআল্লাহ।,1
নতুন ইউজারদের জন্য শুভকামনা রইল,1
আস-সালামু আলাইকুম ★ বিডি ★ এল-লার্নিং ইজি প্ল্যাটফর্ম ★ ★ এখানে বিভিন্ন উপায়ে কাজ করে আয় করতে পারবেন। 📝 রেজিস্ট্রেশন ফরম পূরণ করা 📸 টি-শার্ট ডিজাইন করা 📹 সকল সিমের অফার কেনাবেচা,1
"সারাদিনের যেকোনো অবসর সময়ে মোবাইলের মাধ্যমে কাজ শিখে আয় করতে পারবেন। 💁 দিনে ১৫০ থেকে ৫০০ টাকা আয় করতে পারবেন। 🛒 কোনো অভিজ্ঞতার প্রয়োজন নেই, সমস্ত কাজ কোম্পানির পক্ষ থেকে শিখিয়ে দেওয়া হবে",1
"""📢 ১ মাসে ৯,০০০+ টাকা ইনকাম করেছি! 💰 ✅ আমাদের সাইটে কাজ করার জন্য কোনো টাকা দিতে হবে না। ✅ আমাদের পেইজে আর মাত্র ২৫ জন মেয়ে নেওয়া হবে! 🥰",1
"আপুরা, কেউ কি ঘরে বসে আয় করতে চাও? 📱 যেকোনো মোবাইল দিয়ে কাজ করা যায়। ⏳ মাত্র ১-২ ঘণ্টা সময় দিলেই হবে। 💵 প্রতিদিন ইনকাম করে নিজের খরচ নিজেই চালাই।",1
"ডেইলি টাকা, ডেইলি পেমেন্ট! 🕐 কাজ শিখতে সময় লাগবে মাত্র ৫ মিনিট। 💰 প্রতিদিন কমপক্ষে ৩০০-৪০০ টাকা নিশ্চিত আয় করতে পারবে। 📆 মাসে ৭,০০০-৮,০০০ টাকা ইনকাম সম্ভব।",1
"বোনাস, বোনাস, বোনাস 💸💵 আর মাত্র ১৬ জন পাচ্ছেন একাউন্ট খুলে ৫০০৳ ডিপোজিট বোনাস।",1
"যারা ১এক্স বেট অফিসিয়াল প্রমো-কোড 🍎 এম০৯৯৯ডি 🍎 ব্যবহার করে একাউন্ট করবেন তারা ফ্রি ৫০০৳ একাউন্টে বোনাস পাবেন। টাকা বিকাশ, নগদ এ উইথড্র করতে পারবেন। 💵 প্রথম ডিপোজিট এ এই ৫০০৳ বোনাসটি একদম ফ্রি পাবেন। অবশ্যই ডিপোজিট করতে হবে।",1
চমৎকার 😁🤣 সকল নতুন ইউজারদের জন্য রইল অনেক অনেক ভালোবাসা তারা সবাই সফল হোক সেই দোয়াই করি 💙💯🌺❤️‍🩹,1
"নতুনদের পাশে আছি, আসুন সবাই একসাথে এগিয়ে যায়,",1
"নতুনরা আমার পরিবারে যুক্ত হয়ে যান, আমিও আপনার পরিবারে যুক্ত হয়ে যাবো।",1
"**সক্রিয় 🥰 আছি ✅✅**   **অনুসরণ করে ""সম্পন্ন"" লিখুন**   সাথে সাথে **অনুসরণ ব্যাক দেবো ✅🥰🤝🔙**",1
"যারা আমার মতন নতুন আছো আসেন আমরা এক সাথে কাজ করি, আমি বলছি না আমাকে ফলো দিতে বলবো একটা করে কমেন্ট করো যারা নতুন আছো,আর কমেন্ট ধরে সবাই কে ভালোবাসা দিবো ইনশাআল্লাহ",1
একটিব বন্ধু চাও আমাকে ভালোবাসা দেও দেখবে ভালোবাসা সব সময় পাবে🥀❤️🥀,1
"""**সক্রিয় 🥰 আছি ✅✅**   **অনুসরণ করে """"সম্পন্ন"""" লিখুন**   সাথে সাথে **অনুসরণ ব্যাক দেবো ✅🥰🤝🔙**""",1
অনুসরণ করলে অনুসরণ ব্যাক পাবেন ❣️,1
"দ্রুত ফলো দিন রকেটের গতিতে ফলো ব্যাক দিচ্ছি ইনশাআল্লাহ,,ফলো দিয়ে আমার পেইজে গিয়ে কমেন্ট করে বলে আসবেন,, ইনশাআল্লাহ কমেন্ট দেখে বেক দিব",1
